year,rank,university_name,Academic Reputation,Citations per Faculty,Faculty Student Ratio,Employer Reputation,Employment Outcomes,International Student Ratio,International Faculty Ratio,International Research
2015,1,Massachusetts Institute of Technology (MIT),100,100,100,100,,95.5,100,
2015,2,Harvard University,100,100,98.6,100,,76,99.9,
2015,=3,University of Cambridge,100,93.7,100,100,,96.6,96.2,
2015,=3,Stanford University,100,99.9,99.5,100,,72.8,97.6,
2015,5,California Institute of Technology (Caltech),99.8,100,100,89.6,,85.2,90.2,
2015,6,University of Oxford,100,88.9,100,100,,96.6,97.8,
2015,7,UCL,99.9,88,98.6,99.8,,99.9,95.5,
2015,8,Imperial College London,99.9,79.6,99.9,100,,100,100,
2015,9,ETH Zurich,99.9,98.8,78.6,99,,98,100,
2015,10,University of Chicago,99.9,91.5,93.8,96.3,,81.6,73.4,
2015,11,Princeton University,100,100,92.9,98.5,,68.2,47.2,
2015,12,National University of Singapore (NUS),100,78.9,92.9,100,,92.5,100,
2015,13,"Nanyang Technological University, Singapore (NTU Singapore)",95.3,86.5,94.2,97.5,,94,100,
2015,14,EPFL – École polytechnique fédérale de Lausanne,89.1,99.3,93.6,93.6,,100,100,
2015,15,Yale University,100,71.3,100,100,,65.5,89.9,
2015,16,Johns Hopkins University,97.2,84.9,100,74,,71.2,96.6,
2015,17,Cornell University,99.9,97.1,73.9,96.7,,66,90.2,
2015,18,University of Pennsylvania,98.8,80.5,100,97.4,,66.6,52.9,
2015,=19,King's College London,95.2,77.5,89.9,95.9,,98.2,95.4,
2015,=19,Australian National University (ANU),99.6,89.4,68.9,94.4,,96.7,100,
2015,21,The University of Edinburgh,99.7,71.5,85.3,98,,97.9,93.1,
2015,22,Columbia University,100,67,100,99.4,,89.8,33,
2015,23,"Ecole normale supérieure, Paris",89.6,100,91.9,78.9,,82.6,55.6,
2015,24,McGill University,99.1,70.4,80.8,94.7,,92.3,88.3,
2015,25,Tsinghua University,99.6,84.2,87.5,99.5,,36.1,47.8,
2015,26,"University of California, Berkeley (UCB)",100,99.9,46.9,99.9,,79.3,96.8,
2015,27,"University of California, Los Angeles (UCLA)",100,89.6,74.2,99.7,,49,57.4,
2015,28,The Hong Kong University of Science and Technology,94.3,89.4,65.8,91.8,,97,100,
2015,29,Duke University,96.4,85.4,99.8,84.6,,57.4,n/a,
2015,=30,The University of Hong Kong,99.5,56.3,84.5,97.4,,98.6,100,
2015,=30,University of Michigan-Ann Arbor,99.9,84.5,81.3,91.4,,42.2,65.4,
2015,32,Northwestern University,94,96.4,92.3,81.1,,51.7,n/a,
2015,33,The University of Manchester,99.3,61.9,79.4,99.9,,97.1,83.9,
2015,34,University of Toronto,99.9,57.3,82.6,95.6,,90.3,97.1,
2015,35,The London School of Economics and Political Science (LSE),93.8,77.6,65,100,,100,100,
2015,36,Seoul National University,99.2,79,84.2,96.6,,n/a,30.2,
2015,37,University of Bristol,92.1,69,79.7,98.2,,81.2,86.1,
2015,38,Kyoto University,99.9,71.5,94.1,96.6,,n/a,n/a,
2015,39,The University of Tokyo,100,64.9,96.3,99.9,,n/a,n/a,
2015,40,Ecole Polytechnique,73.5,75.7,99.2,99.6,,88.5,96.2,
2015,41,Peking University,99.9,70.8,73,99.8,,45.2,50.5,
2015,42,The University of Melbourne,99.8,80.9,n/a,99.8,,97.9,80.1,
2015,43,KAIST - Korea Advanced Institute of Science & Technology,89.4,100,78.5,86.6,,n/a,n/a,
2015,44,"University of California, San Diego (UCSD)",98,94.5,66.8,71.3,,42.4,31.3,
2015,45,The University of Sydney,99.5,72.7,n/a,99.4,,89.8,99.4,
2015,=46,The University of New South Wales (UNSW Sydney),96.9,80,n/a,99.6,,92.7,100,
2015,=46,The University of Queensland,95.6,84,41.9,91.3,,82.4,99.6,
2015,48,The University of Warwick,90.4,66.3,62.4,99.7,,98.1,93.5,
2015,49,Brown University,81.9,96.6,81.7,71.2,,66.2,49.4,
2015,50,University of British Columbia,99.6,73.7,47,95.8,,63.2,85.4,
2015,=51,Fudan University,94.1,81,61.3,96.9,,49.4,52.2,
2015,53,New York University (NYU),98.8,n/a,94.8,97.8,,82.3,n/a,
2015,54,University of Wisconsin-Madison,97.4,66.9,85.7,62.1,,36.1,51.6,
2015,55,University of Amsterdam,95.1,84.4,54.3,88.1,,37.8,70,
2015,56,Tokyo Institute of Technology (Tokyo Tech),86.2,80.4,87.2,84.5,,n/a,n/a,
2015,57,City University of Hong Kong (CityUHK),72.7,93.4,81.9,50.7,,95.4,100,
2015,58,Osaka University,92.5,69.2,86.8,80.9,,n/a,n/a,
2015,59,University of Illinois Urbana-Champaign,97.7,98.2,n/a,75.8,,70,62.1,
2015,60,Technical University of Munich,90.4,n/a,90.3,98.3,,65.2,53,
2015,61,Durham University,75.4,90.6,48.7,98.4,,88.1,91.7,
2015,=62,Carnegie Mellon University,88.1,99.9,n/a,83.9,,99.3,n/a,
2015,=62,University of Glasgow,87.5,64.4,64.4,68.3,,94.4,86.9,
2015,64,Delft University of Technology,83.9,96.1,n/a,89.4,,71.2,93.2,
2015,65,University of Washington,95.5,94.5,54.1,55.8,,43.8,n/a,
2015,66,Universität Heidelberg,95.5,43.3,77.6,80.5,,59.6,49.5,
2015,67,Monash University,94.5,67.1,n/a,96.9,,93.7,98.4,
2015,68,University of St Andrews,65.9,84.5,79,68.2,,99.9,96.6,
2015,69,University of Copenhagen,89.1,n/a,99.9,77.7,,37.8,82,
2015,=70,University of Nottingham,80.6,61.9,61.1,96.7,,87.6,87.3,
2015,=70,Lund University,89.3,58.1,58.1,84.2,,72.7,83.5,
2015,=70,National Taiwan University (NTU),98,85.9,46.1,75,,n/a,n/a,
2015,=70,Shanghai Jiao Tong University,88.8,83.8,47.3,95.9,,n/a,60.8,
2015,74,Tohoku University,86,61.4,97.1,72.1,,n/a,n/a,
2015,75,Ludwig-Maximilians-Universität München,98.1,56.8,49.8,91.6,,39.9,57.1,
2015,76,University of Birmingham,82.4,57.6,60.4,94.9,,83.4,85.1,
2015,77,University of Texas at Austin,98.5,97.5,n/a,85.8,,n/a,n/a,
2015,78,"Trinity College Dublin, The University of Dublin",82.5,63,60.7,73.8,,84.6,95.8,
2015,79,University of North Carolina at Chapel Hill,84.1,79.9,81.7,45.7,,n/a,38.1,
2015,80,The University of Sheffield,79,59,66.3,79.7,,95,81.5,
2015,81,University of Southampton,72.9,63.5,76.6,64,,92.3,89.2,
2015,=82,The University of Auckland,92.7,58.5,n/a,93.6,,88.4,85.2,
2015,=82,KU Leuven,92.4,92.6,n/a,76.4,,41.6,80,
2015,84,Georgia Institute of Technology,81.8,89.9,44.5,78.2,,86.9,n/a,
2015,=85,University of Zurich,78.1,n/a,90.8,72.7,,62.6,100,
2015,=85,"University of California, Davis",85.8,93.9,n/a,62,,46.9,65.7,
2015,=87,University of Leeds,81.7,55.2,57.9,90.7,,73.7,75.8,
2015,=87,Pohang University of Science And Technology (POSTECH),56.1,100,99.6,64.9,,n/a,49.7,
2015,=89,University of Geneva,69.8,86.5,62.3,n/a,,99,100,
2015,=89,Purdue University,81,73.3,n/a,77.2,,78.1,94.1,
2015,91,Boston University,78.5,71.2,62.5,85.6,,73.7,n/a,
2015,92,KTH Royal Institute of Technology,64.1,80.9,67.7,88,,46.2,86.1,
2015,93,"KIT, Karlsruhe Institute of Technology",64,65.8,84.7,96.2,,48.6,57.1,
2015,94,Utrecht University,83.7,84.5,47.1,69,,n/a,59.4,
2015,95,Leiden University,87.1,83.2,43.6,55.2,,n/a,66.7,
2015,=96,University of Alberta,79.5,56.5,56.7,68.7,,82.9,90.3,
2015,=96,University of Helsinki,83.7,36.8,94.6,64.7,,n/a,59.9,
2015,98,The University of Western Australia,79.3,76.1,n/a,70.3,,65.6,99.7,
2015,99,The Ohio State University,82,47,71.9,57.4,,55.2,80.4,
2015,100,University of Groningen,69.1,48,81.1,58.5,,94.2,93.4,
2015,101,Pennsylvania State University,85.7,86.1,n/a,73.3,,45.5,n/a,
2015,102,Uppsala University,85.7,64.2,47,65.6,,75.8,n/a,
2015,103,University of York,67.7,76.6,51.5,70.1,,81.1,87.1,
2015,104,Korea University,78.4,42.6,83.2,84.6,,39.2,n/a,
2015,105,Yonsei University,79.4,40.3,83.8,86.6,,n/a,n/a,
2015,106,Rice University,50.5,99.7,84.2,n/a,,87.1,86.1,
2015,107,Aarhus University,74.9,81.7,43.3,63.8,,47.1,71,
2015,108,Lomonosov Moscow State University,84.2,n/a,99.6,82.1,,56.1,n/a,
2015,109,Queen Mary University of London,63.4,57.5,72.4,57.4,,99.3,96.6,
2015,=110,Washington University in St. Louis,60.4,76.7,99.9,n/a,,58.7,n/a,
2015,=110,Zhejiang University,80.2,90.3,n/a,80.1,,n/a,n/a,
2015,112,Technical University of Denmark,44.1,80.2,95.4,52.9,,74.8,97.1,
2015,=113,The University of Adelaide,75.2,53.9,42.2,76.5,,98.6,93.5,
2015,=113,University of Science and Technology of China,72.1,97.9,62.8,48.7,,n/a,n/a,
2015,115,Université de Montréal,79.5,62,n/a,75.6,,80.1,85,
2015,116,The Hong Kong Polytechnic University,69.1,70.5,47,59.6,,82,99.3,
2015,117,Eindhoven University of Technology,50.5,69.6,99.4,57.3,,n/a,100,
2015,118,Sungkyunkwan University (SKKU),68.9,43.5,86.9,99.4,,n/a,n/a,
2015,119,Freie Universitaet Berlin,93.3,61.3,n/a,62.7,,54.6,60.1,
2015,120,Nagoya University,73.7,45.7,93.7,58,,n/a,n/a,
2015,121,Lancaster University,59.1,82.3,45.1,69.2,,95.8,91.4,
2015,122,Cardiff University,63.8,53.8,66.8,73.3,,85.7,71.7,
2015,123,University of Minnesota Twin Cities,84.1,97.4,n/a,46.3,,37.6,n/a,
2015,=124,Universidad de Buenos Aires (UBA),95.7,n/a,61.4,98.9,,38,30.4,
2015,=124,Ghent University,71.5,40.9,90.3,54.9,,n/a,55.8,
2015,=126,Erasmus University Rotterdam,55.1,67.1,65.7,90.4,,65.3,69.2,
2015,=126,Humboldt-Universität zu Berlin,96.6,41.7,n/a,76.6,,42.8,55.4,
2015,=126,"University of Maryland, College Park",70,82.3,63.3,n/a,,37,31.2,
2015,129,"University of California, Santa Barbara (UCSB)",84.4,100,n/a,n/a,,44.7,62.7,
2015,=130,University of Southern California,70.4,76.7,42.9,65.1,,74.1,34.8,
2015,=130,Nanjing University,76.7,86.5,n/a,63.6,,n/a,38.7,
2015,132,Chalmers University of Technology,48.6,76.3,71.9,86.5,,44.6,78.7,
2015,=133,Albert-Ludwigs-Universitaet Freiburg,74.1,64.7,59.3,n/a,,45.4,58.3,
2015,=133,University of Pittsburgh,58.2,67.6,93.8,n/a,,n/a,64.6,
2015,=135,Wageningen University & Research,55.6,52.9,99.9,40,,86.5,42.8,
2015,=135,University of Oslo,71.5,61.1,61.3,45.4,,45.4,67,
2015,=137,University of Aberdeen,53.6,64.1,65.3,63.3,,94.4,93.4,
2015,=137,Université Pierre et Marie Curie (UPMC),72.3,89.4,n/a,52.3,,53.2,36.4,
2015,=139,University of Basel,54.5,96.6,n/a,48.3,,85.1,100,
2015,=139,Aalto University,50.5,63.5,92.6,58.5,,38.7,75.6,
2015,=139,Hokkaido University,69.8,48.4,85.8,64.7,,n/a,n/a,
2015,142,Kyushu University,69.3,n/a,98.8,66.4,,n/a,n/a,
2015,=143,University of Lausanne,53.2,38.5,95.2,55,,77.9,97.6,
2015,=143,Universidade de São Paulo,95.3,n/a,n/a,94.6,,n/a,n/a,
2015,145,RWTH Aachen University,78.5,53,n/a,97.6,,50.7,31.4,
2015,146,Universiti Malaya (UM),62,n/a,94.1,56.8,,77.3,80.6,
2015,147,Indian Institute of Science,52.5,99.3,84.4,39.7,,n/a,n/a,
2015,148,The Hebrew University of Jerusalem,66.9,59.4,82.5,n/a,,n/a,52,
2015,=149,Université catholique de Louvain (UCLouvain),76.5,n/a,55.2,72.4,,65.4,78.9,
2015,=149,McMaster University,61.7,53.3,64.6,60.2,,50.6,91.5,
2015,151,University of Liverpool,55.1,50.1,66.8,69.5,,95.1,76.9,
2015,152,University of Waterloo,61,88.6,n/a,79.4,,75.7,78.3,
2015,153,University of Vienna,82.5,n/a,n/a,57.9,,93.4,94.8,
2015,154,University College Dublin,62.2,63.1,n/a,72.4,,63.7,90.9,
2015,155,National Tsing Hua University - NTHU,65.2,99.8,n/a,49,,n/a,39.1,
2015,=156,CentraleSupélec,n/a,74.3,86.7,100,,94.9,n/a,
2015,=156,University of Reading,51.1,67.7,51.5,68.2,,89.7,86.6,
2015,158,Dartmouth College,41.1,83.8,86.4,65.3,,51.6,n/a,
2015,=159,University of Bath,51.3,68.3,n/a,89,,90.4,90.5,
2015,=159,Texas A&M University,76.3,89.8,n/a,68.3,,n/a,n/a,
2015,160,Universidad Nacional Autónoma de México (UNAM),95.9,n/a,49.4,92.5,,n/a,n/a,
2015,161,University of Exeter,52,66.9,44.3,76.7,,87.1,85.2,
2015,162,Newcastle University,49.6,55.8,61.8,73.2,,88.6,83.4,
2015,163,"University of California, Irvine",63.3,95.7,n/a,40.9,,69.9,52.8,
2015,164,Michigan State University,69.8,70.8,n/a,59.5,,55.6,61.5,
2015,165,Emory University,41.8,89.6,85.1,n/a,,45.2,45,
2015,=166,University of Bern,43.8,99.9,46.3,45.4,,43.5,99.4,
2015,=166,Universitat de Barcelona,86.9,38.8,n/a,74.1,,n/a,n/a,
2015,168,University of Göttingen,74.2,n/a,74.9,n/a,,37.9,44.5,
2015,169,Maastricht University,37.5,60.6,71.5,68.8,,99.9,94.8,
2015,170,Pontificia Universidad Católica de Chile (UC),90.7,n/a,n/a,98.3,,n/a,n/a,
2015,171,University of Cape Town,68.9,53.3,n/a,60.6,,52.5,70.1,
2015,172,University of Virginia,53.7,62.6,70.9,49.7,,35.9,53.4,
2015,=173,University of Otago,62.7,60.4,n/a,53.8,,66,100,
2015,=173,Eberhard Karls Universität Tübingen,64.5,n/a,82.4,51.4,,n/a,47.2,
2015,175,University of Colorado Boulder,56,61.5,70.1,51.6,,n/a,40.2,
2015,176,Vrije Universiteit Amsterdam,64.3,66.1,n/a,66.8,,n/a,44.3,
2015,177,Radboud University,47,85.1,60,42.2,,38.8,52.2,
2015,178,Technische Universität Berlin (TU Berlin),70.5,n/a,n/a,82.3,,56.9,39.2,
2015,179,Indian Institute of Technology Delhi (IITD),55.3,96.2,n/a,81.6,,n/a,n/a,
2015,180,University of Florida,65.3,48.3,68.2,44.6,,n/a,n/a,
2015,181,University of Bergen,47.3,59,86.4,n/a,,n/a,78.9,
2015,=182,Queen's University Belfast,49.9,50.1,52.4,56.6,,94,97.8,
2015,=182,National Chiao Tung University,37.5,96.5,64.9,n/a,,63.1,49,
2015,=182,Stockholm University,76.9,53.3,n/a,50.8,,n/a,n/a,
2015,185,University of Illinois Chicago (UIC),59,59.5,47.5,46.7,,57.7,61.3,
2015,186,Universidad Autónoma de Madrid,72.5,37.8,51.3,68.6,,n/a,n/a,
2015,=187,University of Sussex,48.4,77,n/a,n/a,,96.9,100,
2015,=187,Politecnico di Milano,64.7,66.7,n/a,89.8,,48.5,38.2,
2015,=188,University of Twente,37.4,97.5,44.3,39.6,,73.4,81.1,
2015,=188,École Normale Supérieure de Lyon,58.3,n/a,100,n/a,,38.4,53.9,
2015,=190,University of Rochester,38.9,59.3,99.9,n/a,,77.8,35.9,
2015,=190,Universitat Autònoma de Barcelona,78,50.3,n/a,47.5,,n/a,n/a,
2015,192,Western University,50.3,78.5,n/a,62.3,,57.9,95.5,
2015,193,Hanyang University,44.3,n/a,94.5,67.8,,53.2,n/a,
2015,194,Vrije Universiteit Brussel (VUB),41.4,n/a,95,64.1,,69.4,77.1,
2015,=195,University of Notre Dame,42.2,84.1,50.4,48.2,,n/a,83.5,
2015,=195,Universidade Estadual de Campinas (Unicamp),75.1,43.4,n/a,79.9,,n/a,n/a,
2015,197,Technische Universität Wien,47.2,90.8,n/a,71.1,,87.4,62.3,
2015,198,Technion - Israel Institute of Technology,54.2,87.5,n/a,42.4,,n/a,60,
2015,199,KFUPM,37.2,39.4,83.9,51.7,,73.9,100,
2015,202,Indian Institute of Technology Bombay (IITB),62.3,65.6,n/a,87.5,,n/a,n/a,
2015,203,Tel Aviv University,58,98.9,n/a,47.9,,n/a,34.3,
2015,=204,University of Calgary,54.9,53.3,n/a,67.6,,64.7,69.1,
2015,=204,Alma Mater Studiorum - Università di Bologna,87.5,n/a,n/a,62.9,,n/a,n/a,
2015,206,Queen's University at Kingston,53.8,75.4,n/a,67.5,,n/a,78.6,
2015,207,Universite libre de Bruxelles,56.4,n/a,n/a,62.3,,94.9,93.8,
2015,208,University of Antwerp,43.4,n/a,95.3,40.5,,51.6,65,
2015,209,Universidad de Chile,84.6,n/a,n/a,92.8,,n/a,n/a,
2015,210,Rheinische Friedrich-Wilhelms-Universität Bonn,67.1,n/a,60.3,39.4,,39.1,n/a,
2015,211,University of Canterbury | Te Whare Wānanga o Waitaha,49.1,61.2,n/a,57.8,,61.9,99,
2015,212,Waseda University,73.3,n/a,n/a,85.3,,40.2,35.6,
2015,=213,Georgetown University,49.8,38.3,58.7,66.5,,54.3,44.7,
2015,=213,Sapienza University of Rome,85.7,44.9,n/a,54.4,,n/a,n/a,
2015,215,Case Western Reserve University,n/a,65.6,97.7,n/a,,65.3,36.5,
2015,=216,Vanderbilt University,46.6,43.4,100,n/a,,n/a,n/a,
2015,=216,The University of Arizona,61,71.9,n/a,n/a,,n/a,n/a,
2015,218,University of Technology Sydney,48.6,42.3,n/a,85.9,,93.2,95.6,
2015,=219,Universität Hamburg,68.9,n/a,n/a,55.4,,37,n/a,
2015,=219,University of Tsukuba,52.1,n/a,79,45.8,,n/a,n/a,
2015,=219,Keio University,65.8,n/a,57.5,82.3,,n/a,n/a,
2015,222,Université Paris-Sorbonne (Paris IV),86,n/a,n/a,78.6,,52,31.2,
2015,223,Sciences Po,36.8,n/a,92.6,78.3,,97.2,64.1,
2015,224,National Cheng Kung University (NCKU),49.7,68.9,51,n/a,,n/a,n/a,
2015,225,Simon Fraser University,41.6,88.2,n/a,45.3,,91.7,93.5,
2015,226,Complutense University of Madrid,76.9,n/a,n/a,79,,38.6,n/a,
2015,227,Technische Universität Dresden,49.2,81.4,n/a,67.8,,42.2,30.7,
2015,228,Loughborough University,38.9,59.4,n/a,69,,71.5,79.9,
2015,=229,"Macquarie University (Sydney, Australia)",48.4,58.8,n/a,63.6,,78.3,100,
2015,=229,Victoria University of Wellington,51.2,54.1,n/a,58.4,,66.1,100,
2015,231,"Royal Holloway, University of London",n/a,77.9,n/a,n/a,,98,97.7,
2015,232,Beijing Normal University,56.4,45.8,42.2,48.7,,n/a,58.6,
2015,=233,University College Cork,44.4,47.4,43.2,60.7,,47.8,92.1,
2015,=233,University of Turku,41.9,n/a,92.5,65.3,,n/a,33.8,
2015,=235,University of Leicester,32.8,50,64,40.1,,97.1,80,
2015,237,King Saud University,42.2,n/a,90.2,45.9,,n/a,97.6,
2015,238,Tecnológico de Monterrey,43.6,n/a,71.5,93.2,,47.7,83.3,
2015,239,University of East Anglia (UEA),36.7,78.9,n/a,n/a,,85.6,71.3,
2015,240,Université Paris 1 Panthéon-Sorbonne,81.1,n/a,n/a,90.7,,64.5,n/a,
2015,=241,Université de Strasbourg,72.3,37.3,n/a,n/a,,54.2,42.3,
2015,=241,Université Paris-Saclay,46.3,46.3,66.4,n/a,,48.6,37.3,
2015,=243,University of Wollongong,n/a,63.9,n/a,78.6,,69.6,99.9,
2015,=243,Goethe-University Frankfurt am Main,64.7,n/a,n/a,64.1,,53.6,n/a,
2015,=243,University of Massachusetts Amherst,53.7,76.9,n/a,42.6,,n/a,n/a,
2015,246,Technical University of Darmstadt,34.2,78.7,n/a,88.1,,59.1,59.9,
2015,=247,University of Surrey,34.8,49.4,47.1,46.8,,97.7,94.5,
2015,=247,University of Gothenburg,52.8,38.8,53.4,45,,n/a,35.8,
2015,=249,University of Strathclyde,37.4,50.1,n/a,69.5,,73.8,85.9,
2015,=249,Arizona State University,60.3,75.1,n/a,n/a,,39.9,n/a,
2015,251,Universität Stuttgart,44.2,n/a,64.7,62.6,,69.2,38.1,
2015,252,Tufts University,n/a,80.4,64,n/a,,45.4,30.1,
2015,253,Chulalongkorn University,76.3,n/a,n/a,59,,n/a,n/a,
2015,=254,Norwegian University of Science And Technology,43.4,56.9,n/a,52.9,,41.1,75.9,
2015,=254,Indian Institute of Technology Madras (IITM),41.4,82.3,n/a,66.9,,n/a,n/a,
2015,=256,"The University of Newcastle, Australia (UON)",43,49.1,n/a,59.3,,52.5,96.3,
2015,=256,Saint Petersburg State University,49.3,n/a,97,46.7,,n/a,n/a,
2015,=256,University of Münster,49.7,n/a,54,69.8,,n/a,n/a,
2015,259,Ben-Gurion University of The Negev,n/a,67.1,49,n/a,,60.1,85.2,
2015,260,National Taiwan University of Science and Technology (Taiwan Tech),34.8,58.2,74.7,n/a,,n/a,n/a,
2015,=261,University of Dundee,34.5,n/a,79.4,n/a,,79.6,84.2,
2015,=261,Université Diderot Paris 7,65.8,56.6,n/a,n/a,,47.2,38.4,
2015,=263,Queensland University of Technology (QUT),47.7,38.1,n/a,71.6,,54.6,95.6,
2015,=263,Indiana University Bloomington,61.6,n/a,n/a,55,,n/a,n/a,
2015,=265,Université de Liège,n/a,73.5,48.8,n/a,,66,n/a,
2015,=265,University of Navarra,34.4,n/a,84.2,85.2,,49.6,n/a,
2015,=265,"University of California, Riverside",n/a,87.1,n/a,45.3,,36.1,89,
2015,268,American University of Beirut (AUB),n/a,n/a,62.7,92.9,,73.7,98.9,
2015,=269,Rutgers University–New Brunswick,52.7,51.3,n/a,n/a,,n/a,n/a,
2015,=269,"University of California, Santa Cruz",40.1,93,n/a,n/a,,n/a,75.8,
2015,=271,University of Galway,34.4,n/a,72.3,45.3,,53.4,89.2,
2015,=271,Indian Institute of Technology Kanpur (IITK),45.4,66.5,n/a,59.7,,n/a,n/a,
2015,=273,RMIT University,44.5,n/a,n/a,85.3,,80.7,100,
2015,=273,Wuhan University,49.9,50.6,n/a,45,,n/a,64.6,
2015,=275,SOAS University of London,42.2,n/a,52.2,n/a,,100,100,
2015,=275,Al-Farabi Kazakh National University,47.6,n/a,92.2,44.7,,n/a,n/a,
2015,=277,Dalhousie University,37,72,n/a,n/a,,63.2,99.8,
2015,=277,Nankai University,40,75.2,43.2,n/a,,n/a,n/a,
2015,279,Charles University,57.9,n/a,48.6,55.9,,48.1,n/a,
2015,281,Hong Kong Baptist University,n/a,55.4,52.5,n/a,,90.2,98.4,
2015,282,Boston College,34.7,65.5,n/a,55.7,,n/a,94,
2015,283,Universidad de los Andes,65.5,n/a,n/a,87.7,,n/a,34.8,
2015,=284,Curtin University,38.9,39.5,n/a,54.3,,72.7,100,
2015,=284,University of Ottawa,46.7,63.2,n/a,n/a,,49.2,75.3,
2015,=286,Linköping University,n/a,n/a,72.8,60.6,,n/a,37.2,
2015,=286,Indian Institute of Technology Kharagpur (IIT-KGP),37.2,91.3,n/a,61.7,,n/a,n/a,
2015,288,University of South Australia,34,42.6,n/a,57.9,,61,100,
2015,289,Universiti Sains Malaysia (USM),50.2,n/a,44.3,41.1,,n/a,n/a,
2015,=290,"Birkbeck, University of London",n/a,76,n/a,n/a,,97.8,93.4,
2015,=290,Universidad Nacional de Colombia,71.2,n/a,n/a,92.1,,n/a,n/a,
2015,291,Harbin Institute of Technology,n/a,78.3,49.4,n/a,,n/a,n/a,
2015,292,Friedrich-Alexander-Universität Erlangen-Nürnberg,38.4,98.5,n/a,39.3,,n/a,30.6,
2015,=293,ENS Paris-Saclay,n/a,43.8,91.7,n/a,,n/a,n/a,
2015,=293,Tilburg University,n/a,72.5,n/a,53.9,,n/a,78.3,
2015,=295,Universität Innsbruck,43.5,n/a,n/a,39.7,,98.6,95.2,
2015,=295,Universitat Pompeu Fabra (Barcelona),42.4,51.4,n/a,n/a,,39.8,80.7,
2015,=295,Kyung Hee University,34,n/a,72.6,60.3,,39.6,n/a,
2015,=295,Mahidol University,49.1,n/a,85,n/a,,n/a,n/a,
2015,299,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),43,n/a,62.1,42.9,,n/a,n/a,
2015,301,"City St George's, University of London (formally City)",n/a,37.9,n/a,79.4,,100,92.9,
2015,=303,"Essex, University of",n/a,55,n/a,n/a,,99.7,98.4,
2015,=303,King Abdulaziz University (KAU),34.4,n/a,70.3,n/a,,69.9,96.7,
2015,=303,Universiti Teknologi Malaysia,32.8,n/a,77.9,n/a,,66.4,74,
